item_name,shop_name,city,address,price,category,lat,lon
Soft drink,Unknown Shop,Binh Duong Province,,99000,convenience,10.9418895,106.7298427
Snack,minh quan,Binh Duong Province,Đường số 9,157000,convenience,10.9423292,106.7325301
Instant noodles,cuong dung,Binh Duong Province,"1/22, 22 Tháng 12",296000,convenience,10.9489917,106.7155224
Soft drink,thu nga,Binh Duong Province,"1/59b, 22 Tháng 12",133000,convenience,10.9479062,106.7263691
Instant noodles,Unknown Shop,Binh Duong Province,22 Tháng 12,250000,convenience,10.9479805,106.7266791
Snack,phuong lan,Binh Duong Province,"18/1, Tỉnh lộ 43",68000,convenience,10.8917126,106.7286716
Instant noodles,tap hoa,Binh Duong Province,"18/35, Đường số 2",50000,convenience,10.8944989,106.7262038
Instant noodles,thao,Binh Duong Province,"b1/005, Đại lộ Bình Dương",318000,convenience,10.8841423,106.7041429
Soft drink,long phung,Binh Duong Province,"1/151, 22 Tháng 12",127000,convenience,10.9502732,106.7093344
Snack,chi van,Binh Duong Province,"tiem net 81, Đường số 6",404000,convenience,10.9395697,106.7309745
Soft drink,hong hai,Binh Duong Province,"53, Đường số 6",498000,convenience,10.9398881,106.7305577
Instant noodles,tap hoa,Binh Duong Province,"O9, Đường số 6",393000,convenience,10.9397199,106.7329139
Snack,tap hoa,Binh Duong Province,Đường số 9,448000,convenience,10.9410081,106.7289937
Snack,Unknown Shop,Binh Duong Province,,486000,convenience,10.9477925,106.6933528
Snack,Unknown Shop,Binh Duong Province,Đường số 11,341000,convenience,10.9417654,106.730772
Bottle of water,cong thanh,Binh Duong Province,Đường số 11,347000,convenience,10.9418301,106.7319622
Snack,thanh thuy,Binh Duong Province,,95000,convenience,10.9401958,106.7315063
Snack,an thao,Binh Duong Province,"o47, dc20, Đường số 7",372000,convenience,10.9405025,106.7323343
Snack,anh tho,Binh Duong Province,"giao nga tu d5, Đường số 7",372000,convenience,10.9406047,106.7333229
Bottle of water,thuy ha,Binh Duong Province,"o14,dc20, Đường số 9",446000,convenience,10.9410387,106.7329206
Snack,kim dung,Binh Duong Province,"483/3, Đại lộ Bình Dương",199000,convenience,10.9600397,106.6962412
Bottle of water,24/24,Binh Duong Province,"429, Đại lộ Bình Dương",187000,convenience,10.9583128,106.6986233
Soft drink,duc phat,Binh Duong Province,"5/97, Tỉnh lộ 746",200000,convenience,10.9602271,106.7077667
Bottle of water,tap hoa,Binh Duong Province,"29b, Cách Mạng Tháng Tám",351000,convenience,10.9194195,106.6939881
Soft drink,215,Binh Duong Province,"1087, Cách Mạng Tháng Tám",129000,convenience,10.9527,106.6786914
Snack,minh chau,Binh Duong Province,"198/3, Cách Mạng Tháng Tám",260000,convenience,10.951918,106.679625
Soft drink,an phuc,Binh Duong Province,,183000,convenience,10.9479486,106.6930361
Soft drink,tap hoa,Binh Duong Province,"2/3, Tỉnh lộ 746",102000,convenience,10.9574809,106.7044806
Soft drink,buu dien 24,Binh Duong Province,,112000,convenience,10.9580384,106.7052674
Instant noodles,thom,Binh Duong Province,"hoa lan 1, Tỉnh lộ 746",93000,convenience,10.9591904,106.7070005
Bottle of water,yen nhi,Binh Duong Province,Tỉnh lộ 746,482000,convenience,10.9567111,106.7026879
Soft drink,tap hoa,Binh Duong Province,"1116, Cách Mạng Tháng Tám",366000,convenience,10.9637536,106.6711813
Soft drink,hanh,Binh Duong Province,"1276, Cách Mạng Tháng Tám",412000,convenience,10.9629062,106.673149
Soft drink,ngoc trinh,Binh Duong Province,"1413, Cách Mạng Tháng Tám",476000,convenience,10.9599196,106.6763703
Bottle of water,van nghia,Binh Duong Province,"1105, Cách Mạng Tháng Tám",366000,convenience,10.9539892,106.6772173
Soft drink,than duyen,Binh Duong Province,"2/183, Tỉnh lộ 746",84000,convenience,10.9580169,106.7052368
Snack,co hoa,Binh Duong Province,"1270, Cách Mạng Tháng Tám",241000,convenience,10.9619375,106.6746253
Bottle of water,ngoc lan,Binh Duong Province,"1/15, Tỉnh lộ 746",142000,convenience,10.9667201,106.7117149
Soft drink,ngoc tai,Binh Duong Province,"139bis, Phan Thanh Giản",219000,convenience,10.9104899,106.6954502
Instant noodles,410/3,Binh Duong Province,"410/3, Đại lộ Bình Dương",53000,convenience,10.9621501,106.6921231
Snack,phuong dung,Binh Duong Province,"2/23, Tỉnh lộ 746",291000,convenience,10.9593629,106.7072327
Instant noodles,thuy trang,Binh Duong Province,"1/9t, Tỉnh lộ 746",185000,convenience,10.9628348,106.7093243
Soft drink,tap hoa,Binh Duong Province,"1/17a, Tỉnh lộ 746",333000,convenience,10.9657746,106.7111242
Instant noodles,thu an,Binh Duong Province,"23/1, Cách Mạng Tháng Tám",210000,convenience,10.9520593,106.6793667
Snack,thanh xuan,Binh Duong Province,Cách Mạng Tháng Tám,377000,convenience,10.9474339,106.6931218
Instant noodles,thuy,Binh Duong Province,Cách Mạng Tháng Tám,147000,convenience,10.9349213,106.6863045
Soft drink,dai viet,Binh Duong Province,"186, Cách Mạng Tháng Tám",87000,convenience,10.9340174,106.6875773
Snack,tap hoa,Binh Duong Province,Cách Mạng Tháng Tám,123000,convenience,10.9326677,106.6886669
Instant noodles,truong an,Binh Duong Province,"1/28, Cách Mạng Tháng Tám",275000,convenience,10.9230586,106.6928736
Soft drink,tham,Binh Duong Province,"c12, Cách Mạng Tháng Tám",496000,convenience,10.9108656,106.699707
Bottle of water,linh trang,Binh Duong Province,"1369, Lê Hồng Phong",251000,convenience,10.950975,106.6641696
Bottle of water,anh thu,Binh Duong Province,"1398, Lê Hồng Phong",145000,convenience,10.9523293,106.6642205
Bottle of water,co ut,Binh Duong Province,"1086, Lê Hồng Phong",245000,convenience,10.9602671,106.6708639
Bottle of water,tap hoa,Binh Duong Province,,67000,convenience,10.960478,106.6713825
Instant noodles,chinh duc,Binh Duong Province,,328000,convenience,10.9605379,106.6715519
Soft drink,thinh phat,Binh Duong Province,Lê Hồng Phong,401000,convenience,10.9606885,106.6723741
Bottle of water,hoang trinh,Binh Duong Province,"697, Lê Hồng Phong",377000,convenience,10.9647328,106.6815882
Bottle of water,thao,Binh Duong Province,"169, Cách Mạng Tháng Tám",216000,convenience,10.9083948,106.7009372
Instant noodles,trong tuan,Binh Duong Province,Đông Nhì,138000,convenience,10.9092775,106.7087664
Instant noodles,tuyet huong,Binh Duong Province,"55a, Nguyễn Văn Tiết",392000,convenience,10.9199775,106.7129502
Instant noodles,co thom,Binh Duong Province,"967, Lê Hồng Phong",391000,convenience,10.961216,106.6734642
Snack,tap hoa,Binh Duong Province,"24c, Nguyễn Trãi",62000,convenience,10.9033016,106.7046425
Snack,anh tuan,Binh Duong Province,Nguyễn Văn Tiết,217000,convenience,10.9163782,106.7088956
Bottle of water,kim tai,Binh Duong Province,"938, Lê Hồng Phong",54000,convenience,10.9621977,106.675402
Soft drink,co lien,Binh Duong Province,"789, Lê Hồng Phong",452000,convenience,10.9637126,106.6792805
Bottle of water,thanh thuy,Binh Duong Province,"127, Nguyễn Văn Tiết",84000,convenience,10.9125489,106.7049583
Bottle of water,hoang long,Binh Duong Province,"133 bí, Nguyễn Văn Tiết",72000,convenience,10.912028,106.7044633
Instant noodles,Unknown Shop,Binh Duong Province,,197000,convenience,10.9045453,106.7055864
Snack,thanh dat,Binh Duong Province,"96/2, Đông Nhì",475000,convenience,10.9035858,106.7050014
Snack,cong dung,Binh Duong Province,Đông Nhì,226000,convenience,10.9070168,106.7075879
Soft drink,tap hoa,Binh Duong Province,,130000,convenience,10.9113306,106.709424
Soft drink,dong nhi,Binh Duong Province,"28/1, Đông Nhì",199000,convenience,10.9048428,106.704946
Soft drink,co dung,Binh Duong Province,Cây Me,115000,convenience,10.940768,106.7031297
Soft drink,co ngoc,Binh Duong Province,Cây Me,50000,convenience,10.9407295,106.7044404
Snack,Unknown Shop,Binh Duong Province,,345000,convenience,10.9465542,106.6893626
Snack,minh hien,Binh Duong Province,Đường B184,347000,convenience,10.9441943,106.6928387
Instant noodles,tap hoa,Binh Duong Province,Cây Me,100000,convenience,10.9412958,106.6997648
Instant noodles,Unknown Shop,Binh Duong Province,,273000,convenience,10.9815153,106.6805828
Bottle of water,nguyen nga,Binh Duong Province,,460000,convenience,10.95622,106.7370661
,Tạp Hòa Hồng Hạnh,Binh Duong Province,,374000,variety_store,10.8750508,106.7989731
Jeans,Miu Miu Shop,Binh Duong Province,,124000,clothes,10.8737468,106.8003167
Headphones,Cửa Hàng Điện Thoại T&T,Binh Duong Province,,308000,electronics,10.8730354,106.8002167
Soft drink,hong yen,Binh Duong Province,,202000,convenience,10.9777002,106.7225397
Snack,vu mai,Binh Duong Province,,238000,convenience,10.976526,106.7180285
Snack,minh tung,Binh Duong Province,"3/1, Lê Hồng Phong",172000,convenience,10.9756537,106.6812777
Snack,thanh tho,Binh Duong Province,"499, Lê Hồng Phong",175000,convenience,10.9735586,106.6818535
Snack,mai hoang,Binh Duong Province,,125000,convenience,10.9500403,106.6963927
Instant noodles,anh khoa,Binh Duong Province,,359000,convenience,10.940333,106.7314764
Soft drink,minh chau,Binh Duong Province,,60000,convenience,10.9361171,106.6858851
Soft drink,nha sach binh nham,Binh Duong Province,,68000,convenience,10.9292358,106.6904511
Soft drink,vuong chua,Binh Duong Province,,437000,convenience,10.9114033,106.7006787
Soft drink,chau anh,Binh Duong Province,,196000,convenience,10.9065017,106.7006675
Snack,1 cent,Binh Duong Province,,466000,convenience,10.9024708,106.6996012
Soft drink,tra sua 745,Binh Duong Province,,494000,convenience,10.8894058,106.7011735
Bottle of water,minh hung 2,Binh Duong Province,"131, D1",196000,convenience,10.97458,106.6775126
Soft drink,chu sang,Binh Duong Province,"641, Lê Hồng Phong",59000,convenience,10.9690389,106.6826398
Bottle of water,sau nang,Binh Duong Province,,196000,convenience,10.9659668,106.6831964
Soft drink,càe thu thao,Binh Duong Province,,280000,convenience,10.8924919,106.700294
Snack,cho ban non bao hiem,Binh Duong Province,,146000,convenience,10.9008852,106.6994666
Bottle of water,quynh xanh,Binh Duong Province,,251000,convenience,10.9041841,106.6976679
Instant noodles,chu tam,Binh Duong Province,,450000,convenience,10.9089391,106.6966492
Instant noodles,co huong,Binh Duong Province,,313000,convenience,10.962847,106.710909
Bottle of water,Unknown Shop,Binh Duong Province,,464000,convenience,10.9585554,106.7058858
Bottle of water,mai,Binh Duong Province,,292000,convenience,10.9171023,106.7095711
Snack,sua xe Phuong,Binh Duong Province,,154000,convenience,10.9079785,106.7008699
Snack,thanh thao,Binh Duong Province,,289000,convenience,10.921669,106.6931557
Canvas art,Thảo,Binh Duong Province,"127, Bùi Ngọc Thu",465000,department_store,11.0168481,106.6399868
Bottle of water,co Kim,Binh Duong Province,,365000,convenience,10.9753734,106.6755276
Snack,uyen nhi phat,Binh Duong Province,D1,415000,convenience,10.9756522,106.6768074
Soft drink,phuog trung,Binh Duong Province,,150000,convenience,10.9646613,106.7102247
Snack,Unknown Shop,Binh Duong Province,,191000,convenience,10.9797219,106.6809703
,Nha máy casumina Tân Uyên,Binh Duong Province,,59000,outdoor,11.0896195,106.7714284
Bottle of water,Unknown Shop,Binh Duong Province,,169000,convenience,10.9009942,106.7164117
Soft drink,Unknown Shop,Binh Duong Province,,184000,convenience,10.9773528,106.6811216
Snack,hanh,Binh Duong Province,,324000,convenience,10.9785515,106.6569618
Soft drink,chi dung,Binh Duong Province,,335000,convenience,10.9699505,106.6561586
Soft drink,xuan trang,Binh Duong Province,,228000,convenience,10.950992,106.6804517
Headphones,Đại lí Điện- Nước Hữu Tài,Binh Duong Province,"125, Nguyễn Văn Tiết, 000084",482000,electronics,10.9114678,106.7038561
Painting,Hafgs,Binh Duong Province,RAI_57_PG_013,367000,department_store,11.2660967,106.7708021
Soft drink,Unknown Shop,Binh Duong Province,,181000,convenience,11.0946761,106.6632167
,NoTa Coffee,Binh Duong Province,"846, Lê Hồng Phong, 0274",343000,beverages,10.9634957,106.6784866
Snack pack,Coo.p Mart Bình Dương (Binh Duong Square),Binh Duong Province,,50000,supermarket,10.9844561,106.6670518
Textbook,Nhà sách Bình Minh,Binh Duong Province,,128000,books,10.9764128,106.6575915
Snack pack,Big C Bình Dương,Binh Duong Province,,185000,supermarket,10.987056,106.6644315
Instant noodles,Đại lý gạo Phát Tài,Binh Duong Province,"36/9, Đường số 6",453000,convenience,10.9398335,106.7173716
Teddy bear,Thanh Thảo,Binh Duong Province,,197000,toys,10.890539,106.7840608
Earrings,Tiệm vàng Kim Quang,Binh Duong Province,,323000,jewelry,10.890884,106.7843602
Phone case,Minh Trí Apple shop,Binh Duong Province,"178, Hội Nghĩa",335000,mobile_phone,11.0978297,106.7676132
T-shirt,"banh beo bì, dì tam . binh duong",Binh Duong Province,,303000,clothes,10.9963264,106.649907
,Nhà máy thép Nam Kim 2,Binh Duong Province,,276000,outdoor,11.1020945,106.6730872
,Hien Dat,Binh Duong Province,"3, Hoàng Văn Thụ",111000,tyres,10.9771119,106.6646904
T-shirt,Owen & Sbj Dĩ An,Binh Duong Province,"108, Nguyễn An Ninh",140000,clothes,10.9004334,106.7681103
Shorts,M'Lyn,Binh Duong Province,"Ba Mươi Tháng Tư, 820000",482000,clothes,10.9679302,106.6695693
Soft drink,Tạp Hóa Kim Huệ,Binh Duong Province,Võ Thành Long,330000,convenience,10.9798915,106.6558622
,Nales,Binh Duong Province,Võ Thành Long,473000,variety_store,10.9796166,106.6560265
Donut,Tiệm Bánh Mì 123,Binh Duong Province,Ba Mươi Tháng Tư,424000,bakery,10.9807506,106.6720407
Jeans,Cửa Hàng Vải Thùy Vân,Binh Duong Province,Nguyễn Trãi,58000,clothes,10.9792996,106.6548222
Wooden chair,Unknown Shop,Binh Duong Province,,122000,furniture,11.019749,106.639778
Bed frame,Unknown Shop,Binh Duong Province,,208000,furniture,10.9766362,106.7431854
Bracelet,PNJ,Binh Duong Province,,437000,jewelry,10.988413,106.664513
Ring,PNJ,Binh Duong Province,,232000,jewelry,10.977626,106.656706
Ring,PNJ,Binh Duong Province,,181000,jewelry,10.90652,106.700618
Ring,PNJ,Binh Duong Province,,307000,jewelry,10.889097,106.776228
Bracelet,PNJ,Binh Duong Province,,92000,jewelry,10.882354,106.760167
Ring,PNJ,Binh Duong Province,,150000,jewelry,10.931793,106.711701
Bracelet,PNJ,Binh Duong Province,,141000,jewelry,10.987158,106.664221
Earrings,PNJ,Binh Duong Province,,134000,jewelry,10.984204,106.666888
Ring,PNJ,Binh Duong Province,,344000,jewelry,10.965097,106.668148
Snack pack,AEON Mail Bình Dương,Binh Duong Province,"Số 01 Đại lộ Bình Dương, Khu phố Bình Giao,, Phường Thuận Giao, Thuận Giao, Thị xã Thuận An, Bình Dương",123000,supermarket,10.9323422,106.7117045
,Lê Hân,Binh Duong Province,Huỳnh Văn Lũy,254000,variety_store,10.9898483,106.6725179
Hair dryer,Hoàng Trang - Cắt Tóc Nam Nữ,Binh Duong Province,Bình Dương,271000,hairdresser,10.9989253,106.646401
Fish sauce,Unknown Shop,Binh Duong Province,,195000,supermarket,10.9085299,106.74254
,Công Ty Thanh Bình Xanh,Binh Duong Province,"568, Đại lộ Bình Dương",59000,ticket,10.9919776,106.6610003
Bluetooth speaker,Điện máy Xanh Tân Đông Hiệp,Binh Duong Province,,223000,electronics,10.9158306,106.7691694
Toy car,Unknown Shop,Binh Duong Province,,92000,toys,10.9898766,106.6730017
Cooking oil,DOMOHAM,Binh Duong Province,DA1-2,233000,supermarket,11.1246378,106.6161561
Wiper blade,MITSUBISHI,Binh Duong Province,,91000,car_repair,10.8737203,106.7470145
Novel,coffe,Binh Duong Province,,273000,bookmaker,10.8797007,106.8112882
Jeans,OWEN DĨ AN,Binh Duong Province,"119, Nguyễn An Ninh, 590000",388000,clothes,10.900339,106.7677957
,Cheng loong Binh Duong paper,Binh Duong Province,,323000,outdoor,11.1120188,106.5450871
Sculpture,Hiền,Binh Duong Province,"137, ĐB 8",104000,department_store,11.1438773,106.60838
Painting,Hùng trâm,Binh Duong Province,"187, ĐB8",124000,department_store,11.1422309,106.6086316
Canvas art,Kim phát,Binh Duong Province,"33, Bùi Ngọc Thu",110000,department_store,11.0242577,106.6471165
Sculpture,Hàng tiêu dùng thái lan,Binh Duong Province,"9, D1",302000,department_store,11.1303711,106.6049501
Canvas art,Phương thảo,Binh Duong Province,"47, Đường NB8",198000,department_store,11.1480617,106.6081566
Canvas art,Hoàng thái,Binh Duong Province,"16, Đường BD4",106000,department_store,11.1417133,106.6056496
Painting,Thực phẩm sạch,Binh Duong Province,Đường DA1-2,272000,department_store,11.1365462,106.6135266
Canvas art,Xuân trang,Binh Duong Province,"41/3, Cách Mạng Tháng Tám",198000,department_store,10.9511499,106.6804463
Painting,Th hạnh,Binh Duong Province,"3/3, Cách Mạng Tháng Tám",56000,department_store,10.9326345,106.6885186
Painting,Th 36,Binh Duong Province,"36A, Cách Mạng Tháng Tám",151000,department_store,10.9180757,106.6944158
Canvas art,Hương hằng,Binh Duong Province,"143/2, Phan Đình Phùng",389000,department_store,10.9002013,106.6981488
Canvas art,Th quyên,Binh Duong Province,"314a/2, Từ văn phước",262000,department_store,10.9665711,106.7374564
Sculpture,Lê hồng,Binh Duong Province,"6h/2, An phú 10",285000,department_store,10.9569826,106.7399154
Painting,Trà sữa mid,Binh Duong Province,"08, An phú 08",307000,department_store,10.9578553,106.738646
Sculpture,Gia hân,Binh Duong Province,"177/2, An phú 08",269000,department_store,10.9577779,106.7391455
Painting,G7 ll,Binh Duong Province,"C1/44, Thủ Khoa Huân",359000,department_store,10.9712865,106.7145168
Canvas art,Nhật minh,Binh Duong Province,"2/1, Thủ Khoa Huân",179000,department_store,10.9731647,106.7171094
Sculpture,Lộc phát,Binh Duong Province,"21/21, Thủ Khoa Huân",153000,department_store,10.9735836,106.7160038
Painting,Thành phát,Binh Duong Province,"615, Trần Quốc Toản",203000,department_store,11.0666099,106.6580739
Painting,Thanh trinh,Binh Duong Province,"260, Trần Quốc Toản",118000,department_store,11.0673079,106.6606961
Canvas art,Thành đạt,Binh Duong Province,"148, Nguyễn Văn Thành",233000,department_store,11.0931589,106.6643265
Painting,Ngọc anh,Binh Duong Province,"1323, Nguyễn Văn Thành",338000,department_store,11.0837796,106.6662652
Painting,Hồng tiên,Binh Duong Province,"580, Nguyễn Văn Thành",332000,department_store,11.0677403,106.6579356
Painting,Ná nini,Binh Duong Province,"358/1, Nguyễn Văn Thành",134000,department_store,11.047376,106.6483299
Sculpture,Kim Loan,Binh Duong Province,"299, Đại lộ Bình Dương",139000,department_store,10.9745195,106.6702736
Painting,Susi,Binh Duong Province,"293/30a, Hẻm 293 Nguyễn Thị Minh Khai",449000,department_store,10.9730106,106.6930194
Canvas art,Điệp Lượng,Binh Duong Province,Hẻm 453/108,395000,department_store,10.9741809,106.6887438
Canvas art,Mỹ Hoa,Binh Duong Province,"293/11A, Hẻm 293 Nguyễn Thị Minh Khai",124000,department_store,10.97265,106.6925214
Painting,Ngọc Minh,Binh Duong Province,"25, Đường số 1",297000,department_store,10.999125,106.6567484
Sculpture,Trọng Tâm,Binh Duong Province,"414, An Tây 047",216000,department_store,11.0882419,106.5417664
Canvas art,Anh Khôi,Binh Duong Province,An Tây 047,439000,department_store,11.089328,106.5432547
Canvas art,Thức Thủy,Binh Duong Province,ĐT 744,67000,department_store,11.1066513,106.534999
Comics,ASCENT BÌNH DƯƠNG,Binh Duong Province,"lô A-2C, Pateur",436000,books,11.1081883,106.5361873
Canvas art,Luôn Đạt 2,Binh Duong Province,"168, ĐT 744",427000,department_store,11.1070296,106.5349007
Painting,Cf-giai khát,Binh Duong Province,"202, Trần Văn Ơn",51000,department_store,10.9810178,106.6755609
Canvas art,Thu Liên,Binh Duong Province,"300/30, Phú Lợi",60000,department_store,10.9822587,106.6776869
Canvas art,Cháo phú hòa,Binh Duong Province,"342, Phú Lợi",370000,department_store,10.9836999,106.6784645
Canvas art,Lý Nhã Kỳ,Binh Duong Province,Chòm Sao,382000,department_store,10.9408576,106.7083408
Painting,Cẩm Tiên,Binh Duong Province,Cây Me,263000,department_store,10.9322193,106.7011418
Painting,Th- Mai,Binh Duong Province,"187, Cây Me",400000,department_store,10.9149293,106.7021354
Sculpture,Ch Xanh,Binh Duong Province,"104/13, Huỳnh Thị Tươi",233000,department_store,10.9336446,106.7708571
Sculpture,Phương Thủy,Binh Duong Province,Huỳnh Thị Tươi,486000,department_store,10.9293078,106.7690061
Canvas art,Hoàng Minh,Binh Duong Province,"95, Huỳnh Thị Tươi",433000,department_store,10.9328237,106.7726889
Canvas art,Thanh Trúc,Binh Duong Province,"594/2A, Mỹ Phước - Tân Vạn",225000,department_store,10.918555,106.7823087
Sculpture,Hạnh Phúc,Binh Duong Province,"205-207, Quốc lộ 1K",51000,department_store,10.8915904,106.7881151
Pencil,Ngọc Lan,Binh Duong Province,"109, Nguyễn Hữu Cảnh",120000,stationery,10.900308,106.7823032
Sculpture,Phước Như 2,Binh Duong Province,DH3,378000,department_store,11.125618,106.636308
Painting,Trung Đính,Binh Duong Province,Đường NA7,189000,department_store,11.127881,106.6390245
Sculpture,Hằng Nga,Binh Duong Province,Đường XC2,171000,department_store,11.1344483,106.6129685
Donut,Thới Giới Bánh,Binh Duong Province,"126, Đường XC2",320000,bakery,11.1344396,106.6132147
Croissant,Pizza&coffe,Binh Duong Province,"C1-C2, Đường TC3",66000,bakery,11.139459,106.6091453
Painting,Hồng Lê 7,Binh Duong Province,Tân phước khánh 43,196000,department_store,10.9929886,106.7075106
,Indochine Foam Tech,Binh Duong Province,,345000,outdoor,11.1359154,106.6408603
,Far East Foam Vietnam,Binh Duong Province,,189000,outdoor,11.0454825,106.7558906
Jeans,An Phước,Binh Duong Province,"196, Yersin",284000,clothes,10.9829344,106.6596256
Sculpture,Tạp Hóa Linh Quân,Binh Duong Province,"561/20, Đại lộ Bình Dương",300000,department_store,10.9884236,106.6618979
,Unknown Shop,Binh Duong Province,,377000,funeral_directors,11.3380541,106.4820215
Dog food,Glandcore,Binh Duong Province,,369000,pet,10.9436953,106.7449212
Dog food,Bao Bi Dong An,Binh Duong Province,,240000,pet,10.9146519,106.7506221
Pet toy,Thien Phuc,Binh Duong Province,,224000,pet,11.0406312,106.7155937
,lala,Binh Duong Province,,255000,confectionery,11.0932928,106.767398
,nhà- a hưng- bến cát,Binh Duong Province,,165000,yes,11.0036418,106.6334776
Instant noodles,TH-Kim Long-Tổ 3- Ấp Đồng Sơn- Minh Thạnh- Dầu Tiếng- Bình Dương-02743545123,Binh Duong Province,,443000,convenience,11.4295341,106.5382914
Instant noodles,TH- Thái Bình-Tổ 3- Ấp Đồng Sơn- Minh Thạnh- Dầu Tiếng- Bình Dương-0931378339,Binh Duong Province,,319000,convenience,11.4291148,106.5337765
Snack,TH- Xuân Ngàn-Tổ 3- Ấp Đồng Sơn- Minh Thạnh- Dầu Tiếng- Bình Dương,Binh Duong Province,,424000,convenience,11.4289088,106.5320308
Instant noodles,TH- Nguyễn Tùng-Tổ 3- Ấp Đồng Sơn- Minh Thạnh- Dầu Tiếng- Bình Dương-,Binh Duong Province,,78000,convenience,11.4290588,106.5334123
Bottle of water,TH-Ngọc Tư-Tổ 1- Ấp Đồng Sơn- Minh Thạnh- Dầu Tiếng- Bình Dương-0977506543,Binh Duong Province,,458000,convenience,11.4283444,106.5316616
Soft drink,TH-Chị Siêng-Tổ 3- Ấp Đồng Sơn- Minh Thạnh- Dầu Tiếng- Bình Dương,Binh Duong Province,,237000,convenience,11.428731,106.5316728
Soft drink,TH-Tám Sự-Tổ 3- Ấp Đồng Sơn- Minh Thạnh- Dầu Tiếng- Bình Dương-0399145564,Binh Duong Province,,349000,convenience,11.4285198,106.5288331
Soft drink,TH-Cô Nhiệm-Tổ 3- Ấp Đồng Sơn- Minh Thạnh- Dầu Tiếng- Bình Dương-0376577752,Binh Duong Province,,332000,convenience,11.428417,106.5284594
Soft drink,TH-Hằng Hà-Tổ 3- Ấp Đồng Sơn- Minh Thạnh- Dầu Tiếng- Bình Dương-0869729391,Binh Duong Province,,286000,convenience,11.4288385,106.531419
Bottle of water,TH-Tân Lý-Tổ 1- Ấp Lò Gạch- Minh Thạnh- Dầu Tiếng- Bình Dương-0354342654,Binh Duong Province,,356000,convenience,11.4280642,106.5250428
Snack,TH-Trường Soạn-Tổ 1- Ấp Lò Gạch- Minh Thạnh- Dầu Tiếng- Bình Dương-0979703394,Binh Duong Province,,108000,convenience,11.4279386,106.524138
Instant noodles,TH-Mỹ Liên-Tổ 1- Ấp Lò Gạch- Minh Thạnh- Dầu Tiếng- Bình Dương-0919955811,Binh Duong Province,,167000,convenience,11.4265149,106.513227
Instant noodles,TH-Chị Thơm-Tổ 1- Ấp Lò Gạch- Minh Thạnh- Dầu Tiếng- Bình Dương-0393527645,Binh Duong Province,,189000,convenience,11.426449,106.51309
Bottle of water,TH-Chị Huệ-Tổ 1- Ấp Cần Đôn- Minh Thạnh- Dầu Tiếng- Bình Dương-02743549119,Binh Duong Province,,210000,convenience,11.4278316,106.5067787
Bottle of water,TH-Ngọc Huy-Tổ 1- Ấp Tân Minh- Minh Thạnh- Dầu Tiếng- Bình Dương,Binh Duong Province,,214000,convenience,11.4296521,106.5053099
Snack,TH-Cô Châu-Tổ 1- Ấp Tân Minh- Minh Thạnh- Dầu Tiếng- Bình Dương-0274354801,Binh Duong Province,,500000,convenience,11.4294853,106.5055126
Soft drink,TH- Văn Triệu-Tổ 1- Ấp Tân Minh- Minh Thạnh- Dầu Tiếng- Bình Dương-02743545800,Binh Duong Province,,308000,convenience,11.4296364,106.5053923
Soft drink,TH-Tư Kiều-Tổ 1- Ấp Cây Liễu- Minh Thạnh- Dầu Tiếng- Bình Dương-02743545371,Binh Duong Province,,84000,convenience,11.430874,106.5040081
Snack,TH-Trúc Hân-Tổ 5- Ấp Cây Liễu- Minh Thạnh- Dầu Tiếng- Bình Dương-0369648247,Binh Duong Province,,324000,convenience,11.4365251,106.4967611
Bottle of water,TH-Cô Liễu-Tổ 1- Ấp Cây Mai- Minh Thạnh- Dầu Tiếng- Bình Dương-02743545497,Binh Duong Province,,96000,convenience,11.4311371,106.5036743
,ĐL-Vĩnh Thảo-Tổ 5- Ấp Cây Liễu- Minh Thạnh- Dầu Tiếng- Bình Dương-0916704685,Binh Duong Province,,364000,yes,11.4424031,106.4891153
,BH-Trâm Anh-Ấp Hoà Cường-Xã Minh Hoà-Huyện Dầu Tiếng-Bình Dương-0917605851,Binh Duong Province,,99000,yes,11.4439856,106.4866835
,ĐL-Năm Chủng-Ấp Hoà Cường-Xã Minh Hoà-Huyện Dầu Tiếng-Bình Dương-0829770479,Binh Duong Province,,355000,yes,11.4440804,106.486672
Soft drink,TH-Tư Thông-Ấp Hoà Cường-Xã Minh Hoà-Huyện Dầu Tiếng-Bình Dương-0947003415,Binh Duong Province,,85000,convenience,11.4454094,106.4849995
Instant noodles,TH-Hoàng Hải-DH704-Ấp Hoà Cường-Xã Minh Hoà-Huyện Dầu Tiếng-Bình Dương-0917480650,Binh Duong Province,,225000,convenience,11.4463707,106.4841642
Soft drink,TH-Tấn Lợi-DH704-Ấp Hoà Cường-Xã Minh Hoà-Huyện Dầu Tiếng-Bình Dương-0834610690,Binh Duong Province,,233000,convenience,11.4492445,106.4864686
Snack,TH-Phú An-DH704-Ấp Hoà Hiệp-Xã Minh Hoà-Huyện Dầu Tiếng-Bình Dương-0833885532,Binh Duong Province,,124000,convenience,11.4548115,106.4909964
Instant noodles,TH-Nga Phạm-DH704-Ấp Hoà Cường-Xã Minh Hoà-Huyện Dầu Tiếng-Bình Dương-0865953775,Binh Duong Province,,183000,convenience,11.4531678,106.4896893
